msa,name_msa,year,C23002B_001E,C23002B_002E,C23002B_003E,C23002B_004E,C23002B_005E,C23002B_006E,C23002B_007E,C23002B_008E,C23002B_009E,C23002B_010E,C23002B_011E,C23002B_012E,C23002B_013E,C23002B_014E,C23002B_015E,C23002B_016E,C23002B_017E,C23002B_018E,C23002B_019E,C23002B_020E,C23002B_021E,C23002B_022E,C23002B_023E,C23002B_024E,C23002B_025E,C23002B_026E,C23002B_027E,C23002I_001E,C23002I_002E,C23002I_003E,C23002I_004E,C23002I_005E,C23002I_006E,C23002I_007E,C23002I_008E,C23002I_009E,C23002I_010E,C23002I_011E,C23002I_012E,C23002I_013E,C23002I_014E,C23002I_015E,C23002I_016E,C23002I_017E,C23002I_018E,C23002I_019E,C23002I_020E,C23002I_021E,C23002I_022E,C23002I_023E,C23002I_024E,C23002I_025E,C23002I_026E,C23002I_027E,C23002H_001E,C23002H_002E,C23002H_003E,C23002H_004E,C23002H_005E,C23002H_006E,C23002H_007E,C23002H_008E,C23002H_009E,C23002H_010E,C23002H_011E,C23002H_012E,C23002H_013E,C23002H_014E,C23002H_015E,C23002H_016E,C23002H_017E,C23002H_018E,C23002H_019E,C23002H_020E,C23002H_021E,C23002H_022E,C23002H_023E,C23002H_024E,C23002H_025E,C23002H_026E,C23002H_027E,black_female_lfp,black_male_lfp,black_female_ur,black_male_ur,hisp_female_lfp,hisp_male_lfp,hisp_female_ur,hisp_male_ur,white_female_lfp,white_male_lfp,white_female_ur,white_male_ur,gap_mbw,gap_mhw,gap_fbw,gap_fhw,lfp_gap_mbw,lfp_gap_mhw,lfp_gap_fbw,lfp_gap_fhw
36540,"Omaha, NE-IA Metro Area",2017,50940,24513,22051,16612,203,16409,14972,1437,5439,2462,508,477,31,1954,26427,22946,16820,95,16725,15409,1316,6126,3481,698,661,37,2783,57788,30283,28799,24719,303,24416,23055,1361,4080,1484,481,419,62,1003,27505,25894,17070,74,16996,15654,1342,8824,1611,235,235,0,1376,562647,274355,228160,196128,2886,193242,186404,6838,32032,46195,12148,11944,204,34047,288292,230007,180992,409,180583,175030,5553,49015,58285,9517,9279,238,48768,73.30253639,75.334451952,7.8684603886,8.7573892376,65.922607554,85.832841418,7.8959755237,5.5742136304,78.689779007,85.960729313,3.0750402862,3.5385682202,5.2188210175,2.0356454102,4.7934201025,4.8209352375,-10.62627736,-0.127887895,-5.387242617,-12.76717145
36540,"Omaha, NE-IA Metro Area",2018,51457,24602,22046,16662,211,16451,15015,1436,5384,2556,476,444,32,2080,26855,23304,17517,67,17450,16068,1382,5787,3551,715,667,48,2836,59580,31005,29455,25118,315,24803,23485,1318,4337,1550,492,476,16,1058,28575,26830,18206,101,18105,16963,1142,8624,1745,298,298,0,1447,565939,276197,228122,195499,3108,192391,185727,6664,32623,48075,12473,12262,211,35602,289742,229406,181549,430,181119,175924,5195,47857,60336,10107,9898,209,50229,75.167353244,75.578336206,7.9197707736,8.7289526473,67.856876631,85.275844509,6.3076498205,5.3138733218,79.138732204,85.699318786,2.8682799706,3.4637794907,5.2651731565,1.8500938311,5.051490803,3.4393698499,-10.12098258,-0.423474277,-3.97137896,-11.28185557
36540,"Omaha, NE-IA Metro Area",2019,51999,24939,22245,17015,250,16765,15283,1482,5230,2694,513,483,30,2181,27060,23383,17588,83,17505,16169,1336,5795,3677,739,685,54,2938,61440,31951,30293,25813,334,25479,24168,1311,4480,1658,505,489,16,1153,29489,27586,19048,110,18938,17626,1312,8538,1903,299,299,0,1604,568855,277769,227789,195168,3336,191832,185978,5854,32621,49980,13382,13109,273,36598,291086,228645,180600,490,180110,175551,4559,48045,62441,10799,10568,231,51642,75.217038019,76.489098674,7.6321051128,8.839844915,69.049517871,85.211104876,6.9278698912,5.1454138702,78.987076035,85.679290923,2.5312309144,3.0516285083,5.7882164067,2.093785362,5.1008741984,4.3966389768,-9.190192249,-0.468186047,-3.770038016,-9.937558164
36540,"Omaha, NE-IA Metro Area",2020,51271,24867,22163,17038,216,16822,15275,1547,5125,2704,515,497,18,2189,26404,22571,17207,68,17139,15766,1373,5364,3833,760,699,61,3073,63878,33237,31398,26455,381,26074,24715,1359,4943,1839,473,473,0,1366,30641,28614,19817,72,19745,18564,1181,8797,2027,340,326,14,1687,571191,279178,227376,193656,3232,190424,184503,5921,33720,51802,13923,13553,370,37879,292013,227600,180375,571,179804,174649,5155,47225,64413,11237,10937,300,53176,76.234991804,76.875874205,8.0109691347,9.1962905719,69.256308101,84.256959042,5.9812610788,5.2120886707,79.250878735,85.16993878,2.867010745,3.1093769693,6.0869136026,2.1027117014,5.1439583897,3.1142503337,-8.294064575,-0.912979738,-3.015886931,-9.994570634
36540,"Omaha, NE-IA Metro Area",2021,52473,25703,22936,17757,245,17512,15881,1631,5179,2767,452,439,13,2315,26770,22929,17597,60,17537,16018,1519,5332,3841,767,731,36,3074,67004,34846,32904,27407,402,27005,25796,1209,5497,1942,464,464,0,1478,32158,30019,21016,85,20931,19779,1152,9003,2139,394,382,12,1745,578238,284326,230958,196611,3304,193307,187619,5688,34347,53368,14835,14463,372,38533,293912,228968,180657,501,180156,175051,5105,48311,64944,11753,11485,268,53191,76.745606001,77.41977677,8.6616867195,9.3136135222,70.008994304,83.293824459,5.5037981941,4.4769487132,78.900545054,85.128464916,2.8336552765,2.9424697502,6.371143772,1.534478963,5.828031443,2.6701429175,-7.708688146,-1.834640457,-2.154939053,-8.891550751
36540,"Omaha, NE-IA Metro Area",2022,52528,25820,22995,17512,248,17264,15856,1408,5483,2825,500,467,33,2325,26708,22812,17980,43,17937,16447,1490,4832,3896,713,667,46,3183,70002,36578,34485,28668,545,28123,27130,993,5817,2093,390,390,0,1703,33424,31131,22173,120,22053,20953,1100,8958,2293,465,454,11,1828,580800,287005,231757,197487,3312,194175,188817,5358,34270,55248,15341,14950,391,39907,293795,226228,178133,666,177467,172702,4765,48095,67567,11780,11521,259,55787,78.818165878,76.155686019,8.3068517589,8.155699722,71.22482413,83.131796433,4.9879834943,3.5309177542,78.740474212,85.212960126,2.6850062265,2.7593665508,5.3963331712,0.7715512034,5.6218455324,2.3029772678,-9.057274108,-2.081163693,0.0776916658,-7.515650082
36540,"Omaha, NE-IA Metro Area",2023,52762,26166,23232,17765,346,17419,15757,1662,5467,2934,606,576,30,2328,26596,22597,17326,65,17261,15731,1530,5271,3999,788,734,54,3211,74804,38627,36285,30289,680,29609,28550,1059,5996,2342,510,510,0,1832,36177,33656,24278,107,24171,22903,1268,9378,2521,459,446,13,2062,577137,284732,228242,195668,3062,192606,187906,4700,32574,56490,15831,15402,429,40659,292405,224216,177588,697,176891,172163,4728,46628,68189,11713,11447,266,56476,76.673894765,76.46780303,8.8639128672,9.541305471,72.135726171,83.475265261,5.2459558976,3.5766152183,79.203981875,85.728305921,2.6728324222,2.4402147389,7.1010907321,1.1364004794,6.1910804449,2.5731234753,-9.260502891,-2.25304066,-2.53008711,-7.068255704
36540,"Omaha, NE-IA Metro Area",2024,53686,26886,23822,17900,448,17452,15757,1695,5922,3064,622,584,38,2442,26800,22680,17022,81,16941,15479,1462,5658,4120,790,769,21,3330,78950,40713,38158,31947,602,31345,30079,1266,6211,2555,482,466,16,2073,38237,35605,25568,114,25454,24258,1196,10037,2632,430,418,12,2202,578077,285653,227258,194717,3085,191632,186679,4953,32541,58395,15703,15320,383,42692,292424,222509,176187,659,175528,170643,4885,46322,69915,12225,11965,260,57690,75.052910053,75.140626312,8.6299510064,9.7123538849,71.810139025,83.722941454,4.6986721144,4.0389216781,79.181965673,85.681032131,2.783031767,2.584641396,7.1277124889,1.4542802821,5.8469192394,1.9156403474,-10.54040582,-1.958090677,-4.12905562,-7.371826648
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2010,239563,111995,101993,77542,84,77458,65845,11613,24451,10002,2280,2017,263,7722,127568,113241,85376,16,85360,76132,9228,27865,14327,2048,1874,174,12279,369061,178481,163789,134489,182,134307,119900,14407,29300,14692,2804,2485,319,11888,190580,170321,117341,33,117308,104469,12839,52980,20259,2103,1862,241,18156,951253,466349,385539,318502,596,317906,294126,23780,67037,80810,16204,15331,873,64606,484904,383325,277798,206,277592,259835,17757,105527,101579,13106,12545,561,88473,75.39318798,76.026786152,10.810684161,14.992641173,68.894029509,82.111130784,10.944692604,10.726916691,72.470618926,82.612135218,6.3967981786,7.4801985493,7.512442624,3.2467181416,4.4138859826,4.5478944255,-6.585349066,-0.501004434,2.9225690531,-3.576589418
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2011,246530,115325,104952,79007,96,78911,65691,13220,25945,10373,2419,2095,324,7954,131205,116292,88179,51,88128,77018,11110,28113,14913,2169,1955,214,12744,387047,187107,171228,138973,218,138755,122179,16576,32255,15879,3157,2803,354,12722,199940,178066,123046,20,123026,108249,14777,55020,21874,2368,2146,222,19506,952358,466988,384461,316286,699,315587,287936,27651,68175,82527,16577,15528,1049,65950,485370,382077,278474,224,278250,257507,20743,103603,103293,13217,12451,766,90076,75.825508203,75.279175242,12.606663036,16.753050905,69.101344445,81.162543509,12.011282168,11.946236172,72.884261549,82.267382127,7.4548068284,8.7617677534,7.991283152,3.1844684182,5.1518562072,4.5564753396,-6.988206885,-1.104838618,2.9412466541,-3.782917104
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2012,256219,120211,109186,81059,89,80970,66310,14660,28127,11025,2757,2321,436,8268,136008,120362,91773,52,91721,78117,13604,28589,15646,2157,1893,264,13489,405881,195982,178832,143909,282,143627,125057,18570,34923,17150,3542,3120,422,13608,209899,186244,129730,0,129730,112807,16923,56514,23655,2332,2008,324,21323,956288,469477,384487,313035,595,312440,282033,30407,71452,84990,16761,15515,1246,68229,486811,381115,278088,174,277914,254823,23091,103027,105696,13937,12914,1023,91759,76.247486748,74.239371348,14.83193598,18.105471162,69.655935225,80.471615818,13.044785323,12.929323874,72.966952232,81.416276753,8.3086854207,9.7321085648,8.3733625973,3.1972153088,6.5232505591,4.7360999027,-7.176905405,-0.944660935,3.280534516,-3.311017008
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2013,262061,122766,111206,81975,134,81841,66422,15419,29231,11560,2638,2225,413,8922,139295,122922,91598,34,91564,77219,14345,31324,16373,2204,1922,282,14169,425116,205250,186884,148121,248,147873,129131,18742,38763,18366,3616,3259,357,14750,219866,194459,133513,0,133513,116216,17297,60946,25407,2366,2006,360,23041,959436,471020,383236,309425,660,308765,276581,32184,73811,87784,17450,16128,1322,70334,488416,379862,274991,195,274796,250938,23858,104871,108554,14926,13705,1221,93628,74.517173492,73.714547776,15.666637543,18.840190125,68.658688978,79.258256459,12.955292743,12.67438951,72.392342482,80.740066173,8.6820768861,10.423461208,8.4167289164,2.2509283016,6.984560657,4.2732158569,-7.025518397,-1.481809715,2.1248310099,-3.733653504
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2014,270622,127114,114794,83491,189,83302,69422,13880,31303,12320,2831,2490,341,9489,143508,126025,93559,49,93510,79813,13697,32466,17483,2240,1960,280,15243,446020,214975,195121,154373,291,154082,136435,17647,40748,19854,3807,3594,213,16047,231045,203666,137890,3,137887,120701,17186,65776,27379,2056,1789,267,25323,964664,473498,382492,306713,488,306225,277322,28903,75779,91006,17882,16665,1217,73124,491166,379339,272084,140,271944,250038,21906,107255,111827,15445,14171,1274,96382,74.238444753,72.731153196,14.647631269,16.662265012,67.703985938,79.116548193,12.463829077,11.452992562,71.725817804,80.188082365,8.0553349219,9.4384847743,7.2237802374,2.0145077881,6.5922963475,4.4084941555,-7.456929169,-1.071534172,2.5126269489,-4.021831866
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2015,278657,130730,117323,85117,168,84949,72794,12155,32206,13407,3041,2757,284,10366,147927,129312,96951,77,96874,84365,12509,32361,18615,2534,2294,240,16081,470786,227354,206004,161845,260,161585,146344,15241,44159,21350,3957,3720,237,17393,243432,213988,143877,3,143874,127888,15986,70111,29444,2298,2062,236,27146,971207,476682,382161,304230,624,303606,278316,25290,77931,94521,18606,17399,1207,75915,494525,379240,271117,126,270991,250924,20067,108123,115285,16006,14707,1299,99279,74.974480327,72.549287011,12.912649421,14.308585151,67.236013234,78.564008466,11.111111111,9.4321873936,71.489558063,79.607809274,7.4050429719,8.3298749037,5.9787102474,1.10231249,5.507606449,3.7060681392,-7.058522263,-1.043800808,3.4849222632,-4.253544829
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2016,287493,134107,119792,86683,173,86510,75056,11454,33109,14315,3139,2911,228,11176,153386,133594,98595,10,98585,87225,11360,34999,19792,2818,2580,238,16974,493347,238394,215505,169740,289,169451,156196,13255,45765,22889,3966,3739,227,18923,254953,223215,148942,39,148903,134518,14385,74273,31738,2455,2189,266,29283,978172,479920,381522,303531,628,302903,281400,21503,77991,98398,19839,18755,1084,78559,498252,378615,270633,86,270547,253586,16961,107982,119637,16688,15589,1099,102949,73.801967154,72.361259516,11.523051174,13.240087851,66.725802477,78.763833786,9.6606515651,7.8223203168,71.479735351,79.557928507,6.2691510163,7.0989722783,6.1411155729,0.7233480385,5.2539001578,3.3915005488,-7.196668991,-0.794094722,2.322231803,-4.753932874
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2017,297924,139339,123932,89681,168,89513,78985,10528,34251,15407,2691,2547,144,12716,158585,137731,100937,42,100895,92253,8642,36794,20854,2703,2504,199,18151,526727,254200,229057,180491,212,180279,168529,11750,48566,25143,4147,3975,172,20996,272527,237299,158604,55,158549,145656,12893,78695,35228,2946,2773,173,32282,982059,481284,380050,303170,624,302546,284782,17764,76880,101234,21585,20635,950,79649,500775,378207,269004,126,268878,254588,14290,109203,122568,17135,16232,903,105433,73.285607452,72.363070071,8.5653402052,11.761420129,66.837196954,78.797417237,8.1318709043,6.5176753809,71.126129342,79.771082752,5.3146780324,5.8715038374,5.8899162915,0.6461715435,3.2506621727,2.8171928718,-7.408012682,-0.973665516,2.1594781103,-4.288932388
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2018,309513,145035,128573,93864,152,93712,83921,9791,34709,16462,2946,2826,120,13516,164478,142294,104097,44,104053,95725,8328,38197,22184,2855,2679,176,19329,557749,269769,242657,193003,328,192675,181522,11153,49654,27112,4942,4736,206,22170,287980,250034,167961,68,167893,155127,12766,82073,37946,3445,3254,191,34501,989677,484476,380065,302479,644,301835,287410,14425,77586,104411,22154,21298,856,82257,505201,379103,269315,80,269235,256762,12473,109788,126098,17622,16834,788,108476,73.156282064,73.004441057,8.0036135431,10.447968243,67.175264164,79.537371681,7.6036523262,5.7885039574,71.040060353,79.586123426,4.632755771,4.7791011645,5.6688670786,1.0094027929,3.3708577721,2.9708965552,-6.581682369,-0.048751745,2.1162217109,-3.864796189
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2019,319088,150315,132843,99234,140,99094,89676,9418,33609,17472,3526,3362,164,13946,168773,145320,108329,84,108245,100892,7353,36991,23453,3513,3236,277,19940,590047,285714,256419,204540,343,204197,194755,9442,51879,29295,5561,5338,223,23734,304333,263584,178887,88,178799,168351,10448,84697,40749,4117,3873,244,36632,993929,486165,378430,302771,676,302095,289520,12575,75659,107735,23922,22909,1013,83813,507764,377946,268877,92,268785,257936,10849,109069,129818,18268,17576,692,111550,74.545141756,74.700210022,6.7929234607,9.5041072113,67.867169479,79.767879915,5.8434331288,4.623966072,71.141644574,80.007134741,4.0363115501,4.1625978583,5.341509353,0.4613682137,2.7566119105,1.8071215787,-5.306924719,-0.239254826,3.4034971826,-3.274475094
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2020,324717,153298,135131,102523,203,102320,92379,9941,32608,18167,3954,3647,307,14213,171419,147207,109213,118,109095,101725,7370,37994,24212,3795,3506,289,20417,616874,298761,267704,213869,352,213517,202927,10590,53835,31057,6557,6328,229,24500,318113,274576,191572,157,191415,180358,11057,83004,43537,4688,4343,345,38849,996561,487277,376907,303798,800,302998,290089,12909,73109,110370,25000,23770,1230,85370,509284,376264,269294,107,269187,257657,11530,106970,133020,18572,17982,590,114448,74.190086069,75.869341602,6.7555799991,9.7155981235,69.770118291,79.890102501,5.7764543009,4.9597924287,71.570493058,80.602907348,4.2832677655,4.2604241612,5.4551739623,0.6993682675,2.4723122336,1.4931865353,-4.733565747,-0.712804847,2.6195930112,-1.800374767
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2021,330113,157811,138707,106175,243,105932,95581,10351,32532,19104,4662,4302,360,14442,172302,147505,111137,132,111005,103350,7655,36368,24797,3652,3384,268,21145,648472,315877,282854,226088,348,225740,214465,11275,56766,33023,7442,7060,382,25581,332595,286989,203235,149,203086,191168,11918,83754,45606,5654,5157,497,39952,1001887,493055,379936,306867,941,305926,292582,13344,73069,113119,25838,24380,1458,87281,508832,375250,266486,112,266374,254265,12109,108764,133582,18580,18026,554,115002,75.344564591,76.546244962,6.8960857619,9.771362761,70.816303064,79.930989132,5.8684498193,4.9946841499,71.015589607,80.768076729,4.5458640858,4.3618391376,5.4095236234,0.6328450123,2.3502216761,1.3225857335,-4.221831766,-0.837087597,4.3289749841,-0.199286543
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2022,333692,159612,139663,106876,397,106479,97334,9145,32787,19949,5099,4676,423,14850,174080,147688,110183,45,110138,102102,8036,37505,26392,4025,3716,309,22367,673895,329500,294505,237447,502,236945,226131,10814,57058,34995,8005,7691,314,26990,344395,295590,209125,156,208969,197948,11021,86465,48805,6262,5788,474,42543,1003769,494535,378713,307578,1101,306477,293135,13342,71135,115822,25909,24459,1450,89913,509234,370774,265077,83,264994,253375,11619,105697,138460,19536,19037,499,118924,74.605248903,76.524204693,7.2963010042,8.5885479766,70.748333841,80.625795827,5.2739880078,4.5639283378,71.492877063,81.216646907,4.3846275765,4.3533446229,4.2352033537,0.2105837149,2.9116734277,0.8893604313,-4.692442214,-0.59085108,3.1123718405,-0.744543222
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2023,336711,161182,140412,108428,375,108053,99373,8680,31984,20770,5142,4782,360,15628,175529,148306,111473,27,111446,103576,7870,36833,27223,4252,3917,335,22971,688988,335583,298864,241600,529,241071,230088,10983,57264,36719,8285,7969,316,28434,353405,302499,216350,154,216196,204223,11973,86149,50906,6611,6337,274,44295,1002619,492808,374114,305470,1019,304451,291205,13246,68644,118694,26146,24830,1316,92548,509811,369573,267691,79,267612,256649,10963,101882,140238,19937,19465,472,120301,75.164187558,77.221320115,7.061715988,8.0330948701,71.52089759,80.839445366,5.5380303058,4.5559192105,72.432509951,81.651582138,4.096602544,4.3507822277,3.6823126424,0.2051369828,2.965113444,1.4414277619,-4.430262023,-0.812136772,2.7316776075,-0.911612361
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2024,343759,163478,141879,107843,425,107418,98900,8518,34036,21599,5574,5264,310,16025,180281,151620,114020,20,114000,105288,8712,37600,28661,4179,3974,205,24482,727215,354898,315646,256498,621,255877,243891,11986,59148,39252,8939,8560,379,30313,372317,317694,229328,179,229149,215924,13225,88366,54623,7629,7179,450,46994,1003190,493335,372106,303210,1034,302176,289139,13037,68896,121229,26698,25481,1217,94531,509855,366894,267512,48,267464,256225,11239,99382,142961,20562,20088,474,122399,75.201160797,76.010544196,7.6421052632,7.9297696848,72.185184486,81.261286378,5.7713540098,4.6842819011,72.912612362,81.484845716,4.2020608381,4.3143730806,3.6153966042,0.3699088205,3.4400444251,1.5692931717,-5.47430152,-0.223559338,2.2885484346,-0.727427876
36780,"Oshkosh-Neenah, WI Metro Area",2010,2136,1717,1706,198,1,197,171,26,1508,11,11,11,0,0,419,419,321,0,321,307,14,98,0,0,0,0,0,3237,1724,1670,1189,6,1183,1113,70,481,54,0,0,0,54,1513,1432,1045,0,1045,975,70,387,81,13,13,0,68,123767,61220,52189,42293,105,42188,39528,2660,9896,9031,1387,1345,42,7644,62547,50393,39948,4,39944,37718,2226,10445,12154,1188,1174,14,10966,76.61097852,11.606096131,4.3613707165,13.197969543,72.974860335,71.19760479,6.6985645933,5.9171597633,79.272914889,81.038149802,5.5728019227,6.305110458,6.8928590852,-0.387950695,-1.211431206,1.1257626706,-69.43205367,-9.840545011,-2.661936369,-6.298054554
36780,"Oshkosh-Neenah, WI Metro Area",2011,2262,1713,1686,186,1,185,168,17,1500,27,25,25,0,2,549,536,358,0,358,347,11,178,13,0,0,0,13,3370,1762,1735,1198,38,1160,967,193,537,27,0,0,0,27,1608,1506,973,0,973,883,90,533,102,11,11,0,91,124404,61542,52331,42443,91,42352,39942,2410,9888,9211,1442,1387,55,7769,62862,50548,39152,4,39148,36825,2323,11396,12314,1319,1286,33,10995,66.791044776,11.03202847,3.0726256983,9.1891891892,64.608233732,69.048991354,9.2497430627,16.637931034,77.45509219,81.104890027,5.9338918974,5.6904042312,3.498784958,10.947526803,-2.861266199,3.3158511653,-70.07286156,-12.05589867,-10.66404741,-12.84685846
36780,"Oshkosh-Neenah, WI Metro Area",2012,2284,1718,1685,306,2,304,265,39,1379,33,8,8,0,25,566,554,319,0,319,305,14,235,12,0,0,0,12,3468,1836,1786,1282,24,1258,1087,171,504,50,3,3,0,47,1632,1530,954,0,954,871,83,576,102,9,9,0,93,125003,61823,52365,41993,63,41930,39294,2636,10372,9458,1475,1411,64,7983,63180,50615,39627,3,39624,37095,2529,10988,12565,1366,1333,33,11199,57.581227437,18.160237389,4.3887147335,12.828947368,62.352941176,71.780515118,8.7002096436,13.593004769,78.291020448,80.192876922,6.3824954573,6.2866682566,6.5422791118,7.3063365129,-1.993780724,2.3177141863,-62.03263953,-8.412361804,-20.70979301,-15.93807927
36780,"Oshkosh-Neenah, WI Metro Area",2013,2430,1829,1789,340,3,337,299,38,1449,40,12,12,0,28,601,575,290,0,290,280,10,285,26,0,0,0,26,3559,1858,1821,1290,26,1264,1109,155,531,37,2,2,0,35,1701,1611,1084,0,1084,978,106,527,90,9,9,0,81,125557,62068,52350,42008,106,41902,39267,2635,10342,9718,1431,1360,71,8287,63489,50717,39340,3,39337,36723,2614,11377,12772,1413,1380,33,11359,50.434782609,19.005030743,3.4482758621,11.275964392,67.287399131,70.840197694,9.778597786,12.262658228,77.567679476,80.244508118,6.6451432494,6.28848265,4.9874817417,5.9741755779,-3.196867387,3.1334545366,-61.23947738,-9.404310425,-27.13289687,-10.28028035
36780,"Oshkosh-Neenah, WI Metro Area",2014,2530,1908,1889,465,0,465,400,65,1424,19,3,3,0,16,622,601,346,0,346,335,11,255,21,0,0,0,21,3794,2026,1958,1329,30,1299,1136,163,629,68,3,3,0,65,1768,1674,1078,0,1078,978,100,596,94,6,6,0,88,125626,62143,52115,42048,77,41971,39837,2134,10067,10028,1481,1404,77,8547,63483,50468,39458,3,39455,37025,2430,11010,13015,1472,1424,48,11543,57.570715474,24.616199047,3.1791907514,13.978494624,64.396654719,67.875383044,9.2764378479,12.548113934,78.184195926,80.683104672,6.1589152199,5.0844630817,8.894031542,7.4636508521,-2.979724468,3.117522628,-56.06690563,-12.80772163,-20.61348045,-13.78754121
36780,"Oshkosh-Neenah, WI Metro Area",2015,2685,2009,1973,574,0,574,485,89,1399,36,7,7,0,29,676,659,402,0,402,396,6,257,17,0,0,0,17,3903,2030,1955,1436,28,1408,1257,151,519,75,2,2,0,73,1873,1751,1049,0,1049,958,91,702,122,6,6,0,116,125746,62233,51878,41938,52,41886,40010,1876,9940,10355,1582,1547,35,8773,63513,50237,38828,0,38828,36986,1842,11409,13276,1403,1358,45,11873,61.001517451,29.092752154,1.4925373134,15.505226481,59.908623644,73.452685422,8.6749285033,10.724431818,77.289647073,80.839662285,4.7439991759,4.4788234732,11.026403008,6.2456083449,-3.251461862,3.9309293275,-51.74691013,-7.386976863,-16.28812962,-17.38102343
36780,"Oshkosh-Neenah, WI Metro Area",2016,2638,1967,1914,653,0,653,553,100,1261,53,0,0,0,53,671,635,458,0,458,426,32,177,36,0,0,0,36,4053,2121,2039,1504,9,1495,1441,54,535,82,2,2,0,80,1932,1831,1259,0,1259,1146,113,572,101,30,30,0,71,126043,62485,51726,41792,45,41747,39961,1786,9934,10759,1705,1673,32,9054,63558,49968,38941,0,38941,37217,1724,11027,13590,1419,1390,29,12171,72.125984252,34.117032393,6.9868995633,15.313935681,68.760240306,73.761647867,8.9753772836,3.6120401338,77.931876401,80.794958048,4.4272103952,4.2781517235,11.035783958,-0.66611159,2.5596891681,4.5481668883,-46.67792566,-7.033310182,-5.805892149,-9.171636095
36780,"Oshkosh-Neenah, WI Metro Area",2017,2672,1961,1902,543,0,543,479,64,1359,59,0,0,0,59,711,678,519,0,519,476,43,159,33,0,0,0,33,4187,2183,2122,1596,14,1582,1555,27,526,61,0,0,0,61,2004,1924,1329,0,1329,1190,139,595,80,26,26,0,54,125887,62417,51446,41957,44,41913,40377,1536,9489,10971,1705,1679,26,9266,63470,49674,38559,24,38535,37245,1290,11115,13796,1361,1341,20,12435,76.548672566,28.548895899,8.2851637765,11.786372007,69.074844075,75.21206409,10.458991723,1.7067003793,77.624109192,81.555417331,3.3476060724,3.664734092,8.1216379153,-1.958033713,4.9375577041,7.1113856507,-53.00652143,-6.34335324,-1.075436626,-8.549265117
36780,"Oshkosh-Neenah, WI Metro Area",2018,2741,1982,1939,593,0,593,484,109,1346,43,10,0,10,33,759,730,567,0,567,527,40,163,29,0,0,0,29,4400,2271,2228,1657,15,1642,1618,24,571,43,0,0,0,43,2129,2045,1389,0,1389,1308,81,656,84,27,27,0,57,125923,62488,51111,41451,0,41451,39949,1502,9660,11377,1905,1881,24,9472,63435,49262,38150,23,38127,37025,1102,11112,14173,1375,1357,18,12798,77.671232877,30.582774626,7.0546737213,18.381112985,67.921760391,74.371633752,5.8315334773,1.4616321559,77.443059559,81.099958913,2.8903401789,3.6235555234,14.757557461,-2.161923367,4.1643335425,2.9411932984,-50.51718429,-6.728325161,0.2281733176,-9.521299168
36780,"Oshkosh-Neenah, WI Metro Area",2019,2772,1974,1890,634,0,634,541,93,1256,84,15,5,10,69,798,740,574,0,574,514,60,166,58,0,0,0,58,4515,2316,2279,1706,0,1706,1706,0,573,37,0,0,0,37,2199,2117,1495,0,1495,1417,78,622,82,33,33,0,49,126121,62693,50929,40820,0,40820,39413,1407,10109,11764,2148,2133,15,9616,63428,48878,37812,25,37787,36796,991,11066,14550,1439,1439,0,13111,77.567567568,33.544973545,10.452961672,14.668769716,70.618800189,74.857393594,5.2173913043,0,77.359957445,80.15079817,2.6225950724,3.4468397844,11.221929932,-3.446839784,7.8303666001,2.594796232,-46.60582463,-5.293404576,0.2076101225,-6.741157256
36780,"Oshkosh-Neenah, WI Metro Area",2020,2799,2045,1961,739,0,739,625,114,1222,84,17,6,11,67,754,693,531,0,531,472,59,162,61,1,1,0,60,4769,2469,2374,1830,0,1830,1830,0,544,95,0,0,0,95,2300,2223,1615,79,1536,1466,70,608,77,39,39,0,38,125732,62519,50399,40483,0,40483,39193,1290,9916,12120,2373,2356,17,9747,63213,48558,37964,21,37943,37000,943,10594,14655,1589,1527,62,13066,76.623376623,37.684854666,11.111111111,15.426251691,72.64957265,77.085088458,4.5572916667,0,78.182791713,80.325006449,2.4853069077,3.1865227379,12.239728954,-3.186522738,8.6258042034,2.0719847589,-42.64015178,-3.23991799,-1.55941509,-5.533219063
